Titre;question;type de réponse;réponse;statut de la réponse
;Le laboratoire pharmaceutique concerné a l’obligation de déclarer un défaut de qualité susceptible d’avoir des conséquences pour la santé ou la sécurité des patients.;2;VRAI;1
;Le laboratoire pharmaceutique concerné a l’obligation de déclarer un défaut de qualité susceptible d’avoir des conséquences pour la santé ou la sécurité des patients.;2;FAUX;0
;L’informateur promotionnel permet de remonter les défauts qualité liés à un produit.;2;VRAI;1
;L’informateur promotionnel permet de remonter les défauts qualité liés à un produit.;2;FAUX;0
;Quel est l’unique outil international juridique permettant de suivre les médicaments contrefaits ou falsifiés ?;2;EudraVigilance;0
;Quel est l’unique outil international juridique permettant de suivre les médicaments contrefaits ou falsifiés ?;2;Convention Médicrime;1
;Quel est l’unique outil international juridique permettant de suivre les médicaments contrefaits ou falsifiés ?;2;MedRa;0
;A qui doivent être déclarés les défauts de qualité constatés sur un médicament ?;2;HAS;0
;A qui doivent être déclarés les défauts de qualité constatés sur un médicament ?;2;ANSM;1
;A qui doivent être déclarés les défauts de qualité constatés sur un médicament ?;2;CRPV;0
;A qui doivent être déclarés les défauts de qualité constatés sur un médicament ?;2;Aucune déclaration;0
;A qui appartient la décision de déclarer ou de ne pas déclarer un défaut de qualité ? ;2;L’entreprise exploitante, sous l’autorité de son Pharmacien Responsable;1
;A qui appartient la décision de déclarer ou de ne pas déclarer un défaut de qualité ? ;2;Le responsable qualité de l’entreprise exploitante;0
;A qui appartient la décision de déclarer ou de ne pas déclarer un défaut de qualité ? ;2;Le directeur général de l’entreprise exploitante;0
;;;;
